,InterestID
2120559333,201
2120559333,202
1014342094,134
1962631301,180
1962631301,182
1238153800,153
1238153800,5
1238153800,33
1238153800,66
1238153800,80
1238153800,112
1238153800,181
1238153800,187
1238153800,202
1238153800,203
1383769512,33
1383769512,112
579865790,83
579865790,58
579865790,69
579865790,157
579865790,158
579865790,57
579865790,138
579865790,33
579865790,72
579865790,112
1715984993,157
1715984993,158
1715984993,166
1715984993,167
1715984993,172
1715984993,177
1715984993,51
1715984993,57
1715984993,136
1715984993,159
1715984993,2
1715984993,4
1715984993,7
688635955,21
688635955,143
688635955,53
688635955,64
688635955,69
688635955,93
688635955,94
688635955,158
688635955,167
688635955,13
688635955,14
688635955,60
688635955,65
688635955,75
688635955,138
688635955,2
688635955,4
688635955,29
688635955,72
688635955,112
688635955,120
688635955,121
688635955,184
688635955,186
688635955,187
688635955,207
688635955,189
688635955,191
688635955,199
688635955,202
688635955,203
688635955,204
292554015,186
292554015,188
292554015,200
630249648,49
630249648,26
630249648,86
630249648,10
630249648,11
630249648,69
630249648,93
630249648,94
630249648,158
630249648,167
630249648,13
630249648,14
630249648,140
630249648,4
630249648,7
630249648,29
630249648,46
630249648,78
630249648,5
630249648,33
630249648,72
630249648,112
630249648,120
630249648,180
630249648,184
630249648,187
630249648,205
630249648,194
630249648,202
630249648,204
492993121,112
952244141,11
952244141,69
541293980,32
541293980,71
541293980,83
541293980,123
541293980,146
541293980,69
541293980,93
541293980,94
541293980,108
541293980,166
541293980,167
541293980,37
1715984993,29
1715984993,125
1715984993,126
1715984993,132
1715984993,5
1355299576,146
1355299576,151
1355299576,64
1355299576,167
408062505,187
408062505,188
408062505,202
1394581595,37
1394581595,57
1394581595,138
1394581595,140
1394581595,165
1394581595,2
1394581595,7
1394581595,29
1394581595,78
1394581595,126
1394581595,132
1394581595,153
1394581595,5
1394581595,72
1394581595,112
1394581595,120
1394581595,121
476892937,103
476892937,56
476892937,146
2034080695,96
2034080695,150
2034080695,26
2034080695,56
2034080695,151
2034080695,10
2034080695,58
2034080695,69
2034080695,108
2034080695,122
2034080695,157
2034080695,167
2034080695,147
1279208817,112
174042937,32
174042937,56
174042937,76
174042937,86
174042937,92
174042937,123
174042937,11
174042937,58
174042937,69
1466543772,185
1466543772,186
1466543772,203
1894761597,176
1894761597,21
1894761597,143
1894761597,56
1894761597,71
229745235,21
229745235,143
229745235,32
229745235,83
229745235,53
229745235,94
229745235,134
229745235,157
229745235,167
229745235,14
229745235,65
229745235,75
229745235,2
229745235,29
229745235,27
229745235,33
229745235,121
229745235,124
174042937,93
174042937,108
174042937,122
174042937,134
174042937,157
174042937,167
174042937,129
174042937,147
174042937,29
1894761597,83
1894761597,86
1894761597,92
1894761597,171
1894761597,58
1894761597,64
1894761597,69
1894761597,157
1894761597,13
1894761597,14
1894761597,177
1894761597,17
1894761597,18
1573027072,45
1573027072,78
1573027072,181
1573027072,186
1573027072,207
1573027072,202
774814037,144
774814037,146
774814037,171
774814037,11
1034488573,93
1783738386,96
1783738386,150
1783738386,26
1783738386,44
1783738386,76
1783738386,105
1783738386,151
1783738386,69
1783738386,97
1783738386,158
1783738386,167
1783738386,172
1783738386,7
1783738386,29
1783738386,126
1783738386,85
1783738386,112
1783738386,180
1783738386,182
1783738386,186
1783738386,199
774814037,54
644701172,2
644701172,4
644701172,29
644701172,78
644701172,125
644701172,28
644701172,33
644701172,72
644701172,80
644701172,112
644701172,202
1313895429,33
590740249,157
1450122376,49
1450122376,77
1450122376,96
1450122376,26
1450122376,32
1450122376,123
1450122376,151
1450122376,97
1450122376,122
1450122376,29
1450122376,132
1450122376,28
590740249,158
502943073,103
502943073,32
502943073,86
502943073,92
502943073,146
502943073,10
502943073,11
502943073,58
502943073,69
502943073,97
502943073,108
502943073,122
502943073,157
502943073,166
502943073,167
502943073,2
502943073,4
1438475404,125
1438475404,126
1438475404,132
1438475404,27
1438475404,33
1438475404,72
1438475404,112
1438475404,120
1438475404,124
1438475404,184
1438475404,187
1438475404,188
1438475404,202
1803577604,69
1803577604,157
1803577604,166
1803577604,18
1803577604,34
1803577604,57
1803577604,129
1803577604,29
1803577604,126
282220924,2
282220924,29
282220924,33
282220924,72
282220924,120
282220924,121
282220924,183
282220924,187
282220924,207
282220924,202
1322590900,103
1322590900,32
1322590900,56
1322590900,83
1322590900,127
1322590900,58
1322590900,69
1322590900,94
1322590900,97
1322590900,134
1322590900,157
1322590900,166
1322590900,167
1322590900,57
1322590900,129
1322590900,136
1322590900,2
1322590900,4
1322590900,29
1322590900,126
1322590900,183
1322590900,187
1322590900,188
1322590900,203
466149108,77
1299524984,78
733785387,202
88711107,109
87581092,186
522557398,9
522557398,174
522557398,150
522557398,44
522557398,151
522557398,164
1228272930,202
1730977962,58
1730977962,69
1730977962,94
1730977962,134
1730977962,167
1730977962,14
1730977962,57
1730977962,156
1730977962,2
1730977962,7
1730977962,29
1730977962,126
1730977962,72
1730977962,112
1730977962,120
248954454,133
248954454,53
248954454,69
248954454,75
248954454,2
248954454,29
248954454,72
248954454,112
248954454,207
248954454,202
248954454,204
522557398,10
522557398,69
522557398,93
502943073,29
502943073,153
502943073,184
502943073,187
502943073,196
502943073,202
1803577604,33
1803577604,112
1803577604,183
1803577604,187
1803577604,188
1986922523,79
1986922523,88
1986922523,128
1986922523,138
1986922523,2
1986922523,4
1986922523,29
1986922523,125
2100588033,187
2100588033,196
1299524984,132
1218501892,2
1218501892,4
1742557133,104
1742557133,32
1742557133,83
1742557133,86
1742557133,123
1742557133,10
1742557133,134
1742557133,166
1742557133,167
1742557133,2
1742557133,29
1742557133,126
1742557133,153
1742557133,33
1742557133,80
1742557133,120
1742557133,181
1742557133,184
1742557133,187
1742557133,188
1742557133,189
1742557133,199
1742557133,202
1742557133,203
1926781037,124
1926781037,180
1926781037,184
1926781037,187
1926781037,205
1926781037,196
1926781037,201
1926781037,202
774814037,120
2001995149,103
2001995149,76
2001995149,83
2001995149,92
2001995149,142
2001995149,146
2001995149,69
2001995149,93
2001995149,94
2001995149,134
2001995149,158
2001995149,167
2001995149,13
2001995149,14
2001995149,60
2001995149,138
2001995149,140
2001995149,2
2001995149,20
849916499,76
849916499,86
849916499,146
849916499,171
849916499,54
849916499,58
849916499,64
849916499,69
849916499,94
849916499,157
849916499,167
849916499,13
849916499,14
849916499,18
849916499,60
849916499,65
849916499,2
849916499,4
849916499,7
116881411,134
2001995149,29
2001995149,46
2001995149,125
2001995149,126
2001995149,27
2001995149,33
2001995149,72
2001995149,112
2001995149,121
2001995149,124
2001995149,180
2001995149,184
2001995149,187
2001995149,188
2001995149,190
2001995149,196
2001995149,199
2001995149,201
2001995149,202
2001995149,203
1497165284,186
578594005,33
578594005,121
578594005,124
578594005,184
578594005,187
578594005,191
578594005,202
2003353983,61
2003353983,73
2003353983,77
2003353983,96
2003353983,107
2003353983,118
2003353983,133
2003353983,150
2003353983,152
2003353983,10
2003353983,58
2003353983,69
2003353983,97
2003353983,122
2003353983,166
2003353983,167
2003353983,172
2003353983,13
320472344,181
320472344,183
320472344,184
320472344,187
320472344,190
320472344,201
320472344,203
2003353983,79
2003353983,129
2003353983,138
2003353983,140
2003353983,147
2003353983,165
2003353983,2
2003353983,4
2003353983,7
2003353983,29
2003353983,46
2003353983,126
2003353983,132
2003353983,153
2003353983,5
1325916747,157
1325916747,166
1325916747,167
1325916747,172
1325916747,13
1325916747,57
1325916747,65
1325916747,138
1325916747,156
1325916747,29
1325916747,62
1325916747,78
1325916747,81
1325916747,153
1325916747,5
1325916747,16
1325916747,27
1325916747,72
1325916747,80
1325916747,85
1325916747,119
1325916747,120
1325916747,182
1325916747,207
1325916747,189
1325916747,191
1325916747,196
1325916747,202
1325916747,204
1269820361,176
1269820361,114
1269820361,133
1269820361,83
1269820361,171
1269820361,58
1269820361,69
1269820361,167
1269820361,14
1497165284,143
1497165284,83
1497165284,86
1497165284,171
1497165284,69
1497165284,94
1497165284,97
1497165284,157
1497165284,167
1497165284,14
1497165284,2
1497165284,4
1497165284,7
1497165284,29
1497165284,45
1497165284,28
1497165284,40
1497165284,66
1497165284,72
1497165284,112
1497165284,120
807694802,21
807694802,50
807694802,61
807694802,73
807694802,77
807694802,82
807694802,96
807694802,133
807694802,12
807694802,76
807694802,86
1957904433,50
1957904433,77
1957904433,96
1957904433,118
1957904433,32
1957904433,87
1957904433,92
1957904433,123
1957904433,146
1957904433,69
1957904433,93
1957904433,94
1957904433,157
1957904433,172
1957904433,156
1957904433,2
1957904433,29
1957904433,81
1957904433,72
1957904433,120
1957904433,207
1957904433,191
1957904433,196
1957904433,199
807694802,105
807694802,146
807694802,171
807694802,64
807694802,69
807694802,97
807694802,122
807694802,134
807694802,157
807694802,167
807694802,20
807694802,29
807694802,62
807694802,81
807694802,132
807694802,80
807694802,182
807694802,196
1497165284,121
1497165284,181
268728446,190
268728446,202
1571081825,21
2135928,118
2135928,69
2135928,93
2135928,94
2135928,134
2135928,157
2135928,167
2135928,156
2135928,2
2135928,4
2135928,45
2135928,78
2135928,132
2135928,72
2135928,112
2135928,120
2135928,180
2135928,184
2135928,188
2135928,195
2135928,202
2135928,204
1571081825,32
1571081825,71
1571081825,83
1571081825,123
1571081825,146
1571081825,171
1571081825,58
1571081825,69
1571081825,93
1571081825,94
1571081825,157
1571081825,166
1571081825,167
1571081825,13
1571081825,65
1571081825,75
1571081825,130
881467634,77
881467634,114
881467634,133
881467634,32
881467634,56
881467634,76
881467634,83
881467634,92
881467634,146
881467634,58
881467634,64
881467634,69
881467634,94
881467634,167
881467634,57
881467634,129
881467634,138
881467634,147
881467634,156
881467634,178
881467634,2
881467634,4
881467634,8
881467634,29
881467634,45
881467634,78
881467634,132
881467634,153
404080940,61
404080940,73
404080940,77
404080940,82
404080940,91
404080940,107
404080940,109
404080940,118
404080940,44
404080940,86
404080940,110
404080940,146
404080940,171
404080940,64
404080940,122
404080940,157
404080940,34
404080940,129
404080940,138
404080940,2
404080940,4
404080940,7
404080940,45
404080940,132
404080940,27
404080940,47
404080940,119
404080940,124
404080940,207
404080940,205
1571081825,136
1571081825,149
1571081825,2
1571081825,29
1571081825,45
1571081825,46
1571081825,27
1571081825,33
1571081825,181
1571081825,186
1571081825,187
1571081825,189
1571081825,191
1571081825,193
1571081825,202
1571081825,204
578594005,114
578594005,32
578594005,56
578594005,71
578594005,83
578594005,86
578594005,123
578594005,146
578594005,171
578594005,53
578594005,58
578594005,64
578594005,69
578594005,93
578594005,94
578594005,3
578594005,177
578594005,57
578594005,60
578594005,75
578594005,128
578594005,129
578594005,136
578594005,147
578594005,156
578594005,159
578594005,2
578594005,4
578594005,20
578594005,29
578594005,132
1369307254,26
1369307254,32
1369307254,56
1369307254,83
1369307254,86
1369307254,123
1369307254,146
1369307254,11
1369307254,58
1369307254,69
1369307254,93
1369307254,94
1369307254,157
1369307254,166
1369307254,167
1369307254,14
1369307254,147
492993121,120
492993121,121
492993121,124
492993121,180
492993121,181
492993121,184
492993121,187
492993121,188
492993121,195
998342391,190
1217283754,21
1217283754,86
1217283754,69
1217283754,97
1217283754,167
295962171,166
1803577604,77
1602106481,9
1602106481,174
1602106481,77
1602106481,107
1602106481,114
1602106481,118
1688677822,121
1688677822,182
1688677822,184
1688677822,186
1688677822,191
1688677822,195
1688677822,196
1688677822,202
968684712,92
968684712,146
968684712,171
1930852306,49
1930852306,173
319002488,11
319002488,58
319002488,69
319002488,93
319002488,94
319002488,166
319002488,167
319002488,14
295962171,167
2086651102,29
1190733578,174
1190733578,49
1190733578,61
1190733578,73
1190733578,77
1190733578,82
1190733578,91
1190733578,173
1190733578,118
1190733578,133
1190733578,86
124463934,29
1190733578,127
1190733578,146
1190733578,171
1190733578,64
1190733578,69
1190733578,122
1190733578,167
1190733578,88
1190733578,149
1190733578,2
1190733578,4
1190733578,7
1190733578,8
1190733578,29
1190733578,78
1190733578,132
920444586,112
920444586,120
920444586,121
920444586,199
920444586,202
1746749228,174
1746749228,173
1746749228,143
1746749228,86
1746749228,146
1746749228,11
1746749228,69
1746749228,93
1746749228,134
1746749228,157
1746749228,166
1746749228,167
1746749228,140
1746749228,147
1746749228,149
1746749228,29
1746749228,78
1746749228,132
1746749228,153
1746749228,33
1746749228,72
1746749228,112
1746749228,124
1746749228,180
1746749228,184
1746749228,191
1746749228,196
1746749228,199
1746749228,202
87615332,56
87615332,86
87615332,53
87615332,58
87615332,64
87615332,69
87615332,94
87615332,157
87615332,158
87615332,167
87615332,13
116881411,157
116881411,166
116881411,167
116881411,37
804131433,112
1442391969,45
1442391969,78
1442391969,125
1442391969,126
1442391969,132
116881411,57
116881411,129
116881411,2
116881411,4
116881411,29
116881411,46
116881411,62
116881411,125
116881411,126
116881411,132
116881411,153
116881411,5
116881411,27
564510978,188
2100588033,69
2100588033,94
2100588033,166
2100588033,167
2100588033,13
2100588033,14
2100588033,60
1014342094,157
1014342094,166
1014342094,167
1014342094,138
1014342094,156
1014342094,2
1014342094,20
1014342094,29
1014342094,46
1014342094,78
1014342094,125
1014342094,126
1014342094,153
1014342094,5
2142140112,77
87615332,57
87615332,29
87615332,78
87615332,153
87615332,33
87615332,72
87615332,121
87615332,187
87615332,207
87615332,202
76452561,91
76452561,109
76452561,39
76452561,71
76452561,110
76452561,123
76452561,53
76452561,58
76452561,69
76452561,94
76452561,14
76452561,177
76452561,57
76452561,60
76452561,65
76452561,129
76452561,147
76452561,149
76452561,156
76452561,125
76452561,33
76452561,72
76452561,120
76452561,187
1355299576,118
1355299576,150
1355299576,26
1355299576,39
1355299576,135
2142140112,96
2142140112,114
2142140112,118
2142140112,150
2142140112,160
2142140112,12
2142140112,26
2142140112,105
2142140112,135
2142140112,151
2142140112,171
2142140112,10
2142140112,11
116881411,40
116881411,80
116881411,112
2142140112,69
2142140112,97
2142140112,108
2079582573,49
2079582573,56
1288570617,176
1288570617,133
1288570617,56
1288570617,86
1288570617,11
1288570617,58
1288570617,69
1288570617,97
1288570617,166
1288570617,167
1288570617,57
1288570617,60
1288570617,147
1288570617,156
1288570617,165
1288570617,29
1926781037,9
1926781037,77
1926781037,114
1926781037,118
1926781037,133
1926781037,150
1926781037,44
1926781037,83
1926781037,146
1288570617,46
1328829944,46
1328829944,125
1328829944,132
1328829944,28
1328829944,112
1328829944,181
1328829944,207
1279208817,121
1288570617,78
1279208817,205
1279208817,202
309148910,150
309148910,152
1715984993,33
1907483985,103
1907483985,69
1907483985,167
1907483985,165
1907483985,78
1907483985,112
1907483985,202
1469832214,156
824395196,174
824395196,61
824395196,32
824395196,71
824395196,83
824395196,92
824395196,146
824395196,58
824395196,69
824395196,93
824395196,134
824395196,157
824395196,166
824395196,37
824395196,57
824395196,129
824395196,156
824395196,2
824395196,29
824395196,78
824395196,5
824395196,120
824395196,180
824395196,182
824395196,183
824395196,184
824395196,196
564510978,86
490169495,190
564510978,146
564510978,64
564510978,69
564510978,93
564510978,94
564510978,97
564510978,108
564510978,134
564510978,157
564510978,166
564510978,167
564510978,51
564510978,68
564510978,75
564510978,79
564510978,138
564510978,147
1288570617,125
1288570617,126
1288570617,28
1262863086,26
513045802,50
1574866518,9
1574866518,21
1574866518,61
1574866518,77
1574866518,32
1574866518,56
1574866518,76
1574866518,83
1574866518,86
1574866518,92
1574866518,123
1574866518,142
1574866518,144
1574866518,146
1574866518,164
1574866518,171
1574866518,10
1574866518,11
1574866518,54
1574866518,58
1574866518,64
1574866518,69
1574866518,94
1574866518,122
1574866518,134
1574866518,167
1574866518,13
1574866518,14
1574866518,60
1574866518,129
1574866518,140
1574866518,2
1574866518,29
1574866518,125
1574866518,5
1574866518,33
1574866518,112
1574866518,121
35465754,186
35465754,199
674499322,33
38346227,171
1970571569,77
1970571569,114
1970571569,133
1970571569,160
1970571569,25
1970571569,32
1970571569,56
1970571569,76
1970571569,86
1970571569,142
1970571569,146
1970571569,58
1970571569,69
1970571569,122
1970571569,167
1970571569,2
1970571569,29
1970571569,46
1970571569,78
1970571569,125
1970571569,126
1970571569,33
1970571569,40
1970571569,72
1970571569,112
1970571569,120
1970571569,121
1970571569,180
1970571569,184
1970571569,187
1970571569,189
1970571569,204
1325916747,118
38346227,64
38346227,69
38346227,93
38346227,167
38346227,2
38346227,29
38346227,78
38346227,153
38346227,27
343735054,208
343735054,179
343735054,83
343735054,94
804131433,121
1544972016,61
1299524984,27
1299524984,186
1299524984,187
1299524984,197
1299524984,202
1772839457,183
2088865781,49
2088865781,73
1458866958,58
1458866958,69
1458866958,93
1458866958,157
1458866958,166
1458866958,167
1458866958,138
1458866958,2
1458866958,29
1458866958,46
1458866958,78
1458866958,126
1458866958,72
1458866958,120
1458866958,121
1458866958,141
1458866958,188
1458866958,189
421780343,9
348459725,157
348459725,158
348459725,166
348459725,167
348459725,13
348459725,14
348459725,57
435253897,69
435253897,93
435253897,94
435253897,134
435253897,157
1520717987,143
1519030200,72
1926781037,151
1926781037,171
1926781037,10
1926781037,58
1926781037,69
432301054,29
541293980,176
541293980,118
541293980,139
541293980,143
1551189002,32
1551189002,56
1551189002,71
1551189002,83
1551189002,92
1551189002,146
1551189002,58
1551189002,64
1551189002,69
1551189002,93
1551189002,94
1551189002,108
1551189002,166
1551189002,167
1551189002,57
1551189002,60
804131433,184
804131433,185
804131433,195
804131433,196
804131433,202
1317713043,103
1317713043,10
1317713043,11
1317713043,93
1317713043,134
1317713043,167
1317713043,14
1317713043,129
1317713043,156
1133038639,191
1133038639,199
1133038639,202
511050759,103
35832469,91
35832469,139
35832469,56
35832469,71
35832469,146
1421809624,60
1421809624,136
1421809624,29
719597169,143
282220924,21
282220924,69
282220924,94
35832469,10
35832469,58
35832469,64
35832469,69
35832469,94
35832469,122
35832469,134
35832469,157
35832469,158
35832469,167
35832469,14
35832469,129
35832469,138
35832469,2
35832469,4
35832469,7
35832469,20
35832469,29
35832469,125
35832469,126
35832469,132
35832469,5
35832469,33
35832469,40
35832469,72
35832469,112
35832469,120
35832469,121
35832469,124
35832469,181
35832469,182
35832469,184
35832469,187
35832469,195
35832469,202
2090560107,142
2090560107,53
2090560107,64
2090560107,94
2090560107,167
2090560107,13
2090560107,14
2090560107,60
2090560107,75
2090560107,138
2090560107,2
2090560107,4
2090560107,29
2090560107,45
14813837,58
14813837,64
14813837,69
14813837,94
14813837,134
14813837,157
14813837,158
14813837,13
14813837,14
14813837,65
14813837,29
14813837,33
14813837,72
14813837,121
998342391,56
998342391,71
719597169,56
719597169,58
719597169,94
719597169,129
719597169,138
719597169,2
719597169,33
719597169,72
719597169,181
719597169,184
1214012086,186
1214012086,195
1214012086,202
1214012086,204
1237720731,202
1894761597,57
1894761597,60
1894761597,129
284627195,28
284627195,121
284627195,183
284627195,186
284627195,202
1894761597,130
1932029858,121
1932029858,180
1932029858,184
1932029858,195
1932029858,196
1932029858,202
913410319,120
913410319,121
913410319,183
913410319,186
913410319,187
913410319,194
534028593,93
534028593,94
1355299576,149
408062505,114
408062505,133
408062505,71
650439592,35
650439592,50
650439592,61
650439592,175
650439592,96
650439592,107
650439592,109
650439592,150
650439592,12
650439592,26
650439592,32
650439592,44
1356999933,103
1356999933,114
1356999933,133
1356999933,32
1356999933,56
1356999933,71
1356999933,92
1356999933,171
1356999933,11
1356999933,58
1356999933,69
1356999933,134
1356999933,157
1356999933,158
1356999933,166
1356999933,167
1356999933,129
1356999933,29
1356999933,78
1356999933,125
1356999933,126
351003400,11
1018045378,5
1018045378,27
1018045378,124
1018045378,182
1018045378,184
1018045378,189
1018045378,191
1018045378,196
1018045378,202
109093972,176
109093972,49
109093972,73
109093972,82
109093972,104
968684712,58
650439592,179
650439592,83
650439592,86
650439592,87
1969173024,51
1969173024,165
1969173024,29
1969173024,126
1969173024,27
1969173024,33
1969173024,181
1969173024,187
1969173024,202
351003400,58
351003400,69
351003400,94
351003400,108
351003400,122
351003400,134
351003400,157
351003400,166
351003400,167
351003400,34
351003400,147
351003400,168
351003400,2
351003400,29
351003400,126
351003400,5
351003400,28
351003400,112
351003400,207
351003400,188
351003400,194
1046288394,112
1383769512,32
1383769512,123
1383769512,146
1383769512,69
1383769512,157
1383769512,166
1383769512,126
650439592,122
650439592,157
650439592,166
650439592,172
650439592,37
650439592,129
635345812,108
650439592,130
650439592,165
650439592,45
650439592,62
650439592,78
650439592,81
650439592,153
650439592,28
650439592,80
650439592,85
650439592,90
650439592,120
650439592,124
650439592,182
650439592,184
650439592,191
380733480,114
380733480,56
380733480,145
380733480,58
380733480,134
380733480,157
380733480,65
380733480,149
380733480,29
380733480,125
380733480,33
380733480,72
380733480,112
380733480,121
380733480,184
380733480,188
1325916747,139
1325916747,32
1325916747,44
1325916747,56
1325916747,83
1325916747,86
1325916747,92
1325916747,146
1325916747,171
1325916747,58
1325916747,93
1325916747,94
1325916747,97
1282889661,114
1282889661,133
1282889661,83
1282889661,69
1282889661,134
650439592,199
2043570468,58
2043570468,64
2043570468,69
2043570468,13
2043570468,14
2043570468,57
2043570468,2
2043570468,45
2043570468,121
2043570468,181
749463826,21
749463826,83
749463826,86
749463826,14
749463826,57
749463826,60
749463826,65
749463826,130
749463826,136
749463826,138
749463826,2
749463826,29
749463826,45
749463826,46
749463826,5
749463826,120
749463826,121
744420474,21
744420474,77
744420474,109
744420474,71
744420474,83
744420474,110
744420474,58
744420474,64
744420474,13
744420474,14
744420474,18
744420474,57
744420474,136
744420474,2
744420474,4
744420474,29
744420474,45
54490169,80
54490169,90
54490169,120
54490169,121
54490169,141
54490169,184
54490169,189
54490169,191
54490169,196
54490169,202
744420474,132
744420474,16
744420474,72
744420474,120
744420474,121
744420474,207
744420474,196
1017384545,174
1017384545,50
1017384545,118
1017384545,39
1017384545,86
1017384545,146
1017384545,11
1017384545,58
1017384545,64
1017384545,69
1017384545,122
1017384545,167
1017384545,14
1017384545,57
1017384545,88
1017384545,138
1017384545,2
1017384545,4
1017384545,7
1017384545,29
1017384545,126
1017384545,5
1017384545,27
1017384545,28
1017384545,40
1017384545,112
1017384545,124
1017384545,180
1017384545,181
1017384545,196
1017384545,201
543885562,69
543885562,93
543885562,108
1758796351,31
1758796351,35
1758796351,50
1758796351,61
1758796351,73
1758796351,82
1758796351,91
1758796351,109
1758796351,118
1758796351,133
1758796351,71
1758796351,83
1758796351,86
1758796351,146
1758796351,164
1758796351,171
1758796351,58
1758796351,69
1758796351,93
1758796351,94
1758796351,108
1758796351,134
1758796351,166
1758796351,167
1758796351,13
1758796351,14
1758796351,60
1758796351,129
1758796351,130
1758796351,136
1758796351,140
1758796351,147
1758796351,149
1758796351,159
1758796351,165
1758796351,2
1758796351,4
1758796351,7
1758796351,29
1758796351,45
1758796351,46
1758796351,78
1758796351,125
1758796351,126
1758796351,153
1758796351,5
1758796351,27
1758796351,33
1758796351,40
1758796351,72
109093972,166
109093972,167
109093972,18
109093972,55
109093972,57
109093972,60
109093972,130
109093972,137
109093972,147
109093972,156
109093972,178
109093972,165
109093972,168
109093972,2
109093972,4
109093972,29
109093972,45
109093972,46
109093972,132
109093972,153
109093972,5
109093972,27
109093972,33
1815533638,29
1815533638,46
1815533638,40
1815533638,80
1815533638,112
1815533638,120
1815533638,183
1815533638,187
1815533638,188
1815533638,189
2005047412,144
2005047412,171
2005047412,58
2005047412,69
2005047412,93
2005047412,97
2005047412,122
2005047412,134
2005047412,157
2005047412,166
2005047412,167
2005047412,172
2005047412,13
2005047412,14
2005047412,147
2005047412,165
2005047412,2
2005047412,4
2005047412,20
2005047412,29
2005047412,46
2005047412,78
2005047412,125
2005047412,126
2005047412,132
2005047412,153
2005047412,33
2005047412,72
2005047412,112
2005047412,120
2005047412,121
2005047412,184
2005047412,187
2005047412,202
109093972,40
109093972,72
109093972,85
109093972,121
109093972,124
109093972,141
109093972,181
109093972,186
109093972,207
109093972,205
109093972,196
109093972,200
109093972,202
109093972,204
812655519,2
812655519,4
812655519,29
812655519,5
812655519,27
812655519,33
812655519,72
812655519,112
812655519,180
812655519,184
812655519,187
812655519,197
812655519,202
812655519,204
1576656324,86
1576656324,11
1576656324,58
1576656324,69
1576656324,93
1576656324,134
1576656324,157
1576656324,166
1576656324,33
1576656324,112
1576656324,188
1986922523,121
1986922523,181
1986922523,183
1986922523,184
1986922523,188
1986922523,190
1843808074,103
1843808074,56
1843808074,71
1843808074,76
1843808074,83
1843808074,86
1843808074,146
1843808074,54
1843808074,58
1843808074,69
1843808074,93
1843808074,94
1843808074,108
1843808074,122
1843808074,134
1843808074,157
1843808074,158
1843808074,166
1843808074,167
1843808074,13
1843808074,57
1843808074,60
284627195,114
284627195,133
284627195,56
284627195,86
1843808074,79
1843808074,136
1843808074,138
1843808074,147
1843808074,165
1752804681,21
1752804681,73
1843808074,2
1843808074,4
1843808074,20
1843808074,29
1752804681,109
1752804681,110
1752804681,144
1843808074,46
1843808074,78
1843808074,125
1843808074,126
1843808074,33
1843808074,72
1843808074,80
1843808074,120
1843808074,121
1843808074,181
1843808074,186
1843808074,187
1843808074,207
1752804681,146
1752804681,171
1752804681,53
1752804681,94
1752804681,122
1752804681,157
1752804681,167
1752804681,13
1752804681,14
1752804681,65
1752804681,2
1752804681,4
354222817,31
354222817,77
354222817,109
354222817,32
354222817,86
354222817,92
354222817,110
354222817,144
354222817,69
354222817,93
354222817,158
354222817,166
354222817,167
354222817,29
354222817,46
354222817,126
354222817,5
284627195,53
284627195,69
284627195,93
284627195,157
284627195,129
284627195,147
284627195,2
1752804681,20
1752804681,29
1752804681,33
1752804681,72
1752804681,124
1752804681,181
1752804681,186
1752804681,196
1752804681,202
1046288394,184
1046288394,187
1046288394,189
1046288394,202
1600464838,77
1600464838,104
1600464838,160
1600464838,179
1600464838,87
1600464838,92
1600464838,110
1600464838,122
1600464838,167
1600464838,172
1600464838,2
1600464838,4
1600464838,7
1600464838,29
1600464838,45
1600464838,46
1600464838,78
1600464838,125
1600464838,126
1600464838,28
1368041414,188
1368041414,202
1873135750,112
1873135750,202
725913638,82
725913638,32
725913638,83
725913638,146
725913638,58
725913638,64
725913638,69
725913638,93
725913638,94
693251125,126
1328829944,118
1328829944,133
1328829944,44
1328829944,56
1328829944,106
1328829944,146
1328829944,54
1328829944,122
1328829944,134
1328829944,157
1328829944,167
1328829944,79
1328829944,138
1128472928,21
1128472928,108
1128472928,134
1128472928,157
1128472928,167
1128472928,98
1932029858,9
1932029858,104
1932029858,118
1932029858,56
1932029858,86
1932029858,10
1932029858,11
1932029858,54
1932029858,58
1932029858,69
1932029858,108
1932029858,134
1932029858,129
1932029858,78
1932029858,120
2135177271,21
2135177271,143
2135177271,83
2135177271,86
2135177271,53
2135177271,58
2135177271,94
1600464838,40
1600464838,72
1600464838,112
1600464838,120
1600464838,121
1600464838,180
1600464838,184
1600464838,186
1600464838,188
1113840146,118
1113840146,150
1113840146,32
1113840146,76
1113840146,151
1113840146,10
1113840146,11
1113840146,58
1113840146,69
1113840146,97
2135177271,13
2135177271,14
2135177271,60
2135177271,2
2135177271,29
2135177271,121
2135177271,186
2135177271,202
1113840146,122
1113840146,157
1113840146,166
1113840146,167
1113840146,129
1113840146,29
1113840146,45
1113840146,78
1113840146,5
1113840146,27
1113840146,85
1113840146,183
1113840146,187
1113840146,189
1113840146,190
1113840146,191
1113840146,196
1113840146,199
1113840146,202
724620965,160
724620965,144
724620965,146
724620965,58
724620965,69
724620965,93
724620965,94
724620965,13
724620965,57
724620965,60
2100588033,83
2100588033,123
2100588033,151
2100588033,53
2100588033,64
1328829944,2
725913638,157
725913638,158
725913638,166
725913638,167
245373429,20
245373429,29
245373429,45
245373429,46
245373429,78
245373429,132
245373429,153
245373429,27
245373429,72
245373429,85
245373429,120
245373429,121
245373429,124
245373429,141
245373429,187
245373429,196
245373429,202
1377459379,21
1377459379,173
1377459379,133
1377459379,110
1377459379,171
1377459379,64
1377459379,69
